word,hiragana,katakana,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,JPDB,KOKUGOJITEN,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3,RSPEER
たい,たい,タイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3,2,5,4,3,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5
出来る,できる,デキル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,4,4,5,5,5,5,5,5,4,4,4,5,1,1,5,5,2,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5
俺,おれ,オレ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,2,4,3,5,4,4,3,4,4,5,5,2,5,5,5,5,5,4,5,5,5
け,け,ケ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,3,5,5,4,5,5,4,5,5,4,4,4,4,5,5,5,4,4,2,4,4,5,1,5,4,4,4,4,4,4,5,5,5,4,5,4,5,4,4,4,4,4,4,5
ず,ず,ズ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,3,4,5,5,4,5,5,4,4,4,3,3,5,5,5,2,3,5,3,3,1,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,4,4,4,3,5
出る,でる,デル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
三,さん,サン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
多分,たぶん,タブン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,4,4,5,4,4,5,4,4,4,5,4,4,4,5,5,5,5,4,4,1,5,4,5,5,1,5,5,5,5,5,5,5,5,5,5,2,5,4,4,4,5,1,5,5,5
入る,はいる,ハイル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
もの,もの,モノ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,3,2,2,3,3,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5
皆,みんな,ミンナ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,2,5,4,5,5,5,5,5,5,5,5,5,4,4,2,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,5,5,4
奴,やつ,ヤツ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,4,5,5,5,4,5,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,3,4,4,5
まで,まで,マデ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5
ほら,ほら,ホラ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,3,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,3,2,1,4,5,5,5,3,4,3,3,5,4,4,5,5,4,3,3,2,5,4,5,2,4,4,5,4
前,まえ,マエ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
結構,けっこう,ケッコウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,1,4,5,5,5,2,5,5,5,5,5,5,5,5,5,5,2,5,5,4,4,5,2,5,5,5
美味しい,おいしい,オイシイ,5,5,5,4,5,5,4,5,5,5,5,5,5,5,2,4,1,5,5,5,3,3,4,5,3,5,5,4,2,2,4,5,1,1,4,5,1,4,5,4,5,2,5,4,5,4,5,4,5,4,5,5,3,5,3,3,4,5,2,5,5,4
何処,どこ,ドコ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,5,5,5,2,5,5,4,5,5,5,3,3,3,4,5,5,3,4,1,5,5,3,5,2,5,5,5,5,5,5,5,5,5,5,3,5,5,3,4,5,2,4,3,4
全然,ぜんぜん,ゼンゼン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,4,5,1,4,5,5,4,2,5,4,5,4,4,5,5,5,5,5,2,4,5,4,4,5,2,5,5,5
貰う,もらう,モラウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,5,5,5,2,2,5,5,4,5,5,5,2,3,2,4,1,1,2,5,1,4,5,3,5,4,5,5,5,5,5,5,5,5,5,5,2,5,2,4,4,5,3,4,4,3
話,はなし,ハナシ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
彼の,あの,アノ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5
たり,たり,タリ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5
取る,とる,トル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
大丈夫,だいじょうぶ,ダイジョウブ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,5,4,1,4,4,5,4,4,4,5,5,5,5,2,5,5,5,5,5,2,5,5,5
使う,つかう,ツカウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
持つ,もつ,モツ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
様,さま,サマ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5
そんな,そんな,ソンナ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5
知る,しる,シル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,4,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
此方,こっち,コッチ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,2,2,5,4,1,1,5,5,5,1,2,5,5,5,4,5,5,5,5,5,5,2,5,5,4,2,5,2,5,1,5
入れる,いれる,イレル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4
年,ねん,ネン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
訳,わけ,ワケ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,1,5,4,5,5,5,4,4,4,5,5,5,5,5,3,4,4,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
所,ところ,トコロ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
書く,かく,カク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,2,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
作る,つくる,ツクル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
自分,じぶん,ジブン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
駄目,だめ,ダメ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,4,4,5,4,4,1,5,4,5,5,5,5,5,4,5,5,4,4,5,1,4,5,5,1,2,5,4,5,4,4,5,5,5,5,5,2,5,4,4,4,5,2,3,4,4
呉れる,くれる,クレル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,1,5,5,5,5,3,5,5,5,5,5,5,5,1,1,5,1,1,1,5,5,5,2,5,5,5,5,5,5,5,5,5,5,2,5,5,5,3,5,4,5,5,5
五,ご,ゴ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,3,4,5,1,1,5,1,1,5,5,5,5,4,4,4,5,4,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,4,4,4
未だ,まだ,マダ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,2,5,5,3,5,5,5,2,2,2,4,4,4,3,2,3,5,5,2,5,3,5,5,5,5,5,5,5,5,5,5,3,5,5,3,4,5,3,2,3,3
はあ,はあ,ハア,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,3,2,5,5,5,1,5,4,5,5,4,5,5,5,5,2,1,2,1,1,4,5,5,1,1,4,4,4,4,4,5,5,5,5,4,2,1,5,4,4,1,1,3,3,3
買う,かう,カウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,4,4,5,4,5,5,4,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5
や,や,ヤ,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
飲む,のむ,ノム,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,4,5,5,4,5,4,5,5,4,4,5,5,5,5,5,4,5,5,4,5,5,4
聞く,きく,キク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4
物,もの,モノ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
四,よん,ヨン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,3,4,2,1,1,5,1,1,5,3,3,3,5,4,4,5,4,3,5,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,4
回,かい,カイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
先生,せんせい,センセイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,4,5,5,5
達,たち,タチ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
的,てき,テキ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
えー,えー,エー,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,3,3,1,4,4,1,5,3,5,5,1,4,4,4,4,4,4,3,1,1,1,4,1,1,1,5,5,5,5,5,5,5,5,5,4,1,1,4,4,4,1,1,5,5,4
家,いえ,イエ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
わ,わ,ワ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,5,5
時間,じかん,ジカン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
月,つき,ツキ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5
成る程,なるほど,ナルホド,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,4,3,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,4,2,2,5,5,5,5,2,4,3,4,4,4,4,5,5,5,3,1,5,5,5,5,5,2,4,1,4
つ,つ,ツ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,1,3,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
気,き,キ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5
余り,あまり,アマリ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,1,5,5,1,2,2,5,4,4,4,5,4,2,2,2,3,3,3,4,4,1,1,5,2,5,3,5,5,5,5,5,5,5,5,5,5,4,5,2,3,4,5,3,4,3,3
円,えん,エン,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,4,1,3,5,4,2,4,4,4,5,4,4,4,5,5,3,1,4,4,2,5,5,4,5,5,5,4,5,4,5,5,5,4,4,3,5,4,5,5,5,5
今日,きょう,キョウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5
二十,はたち,ハタチ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,5,3,2,1,1,1,1,1,1,1,5,1,1,2,1,3,3,1,1,1,5,2,2,2,1,5,5,5,5,5,5,5,5,5,3,1,4,1,3,5,3,1,1,3,1
とく,とく,トク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,4,4,2,5,5,5,5,4,5,5,4,5,5,5,5,5,5,3,4,3,3,2,5,4,5,5,4,5,4,4,5,5,5,4,4,4,4,5,4,4,4,3,4,5,4
おお,おお,オオ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,3,3,1,5,4,1,5,4,5,5,5,5,5,5,5,5,4,3,1,2,1,4,5,5,5,2,3,3,2,2,2,2,2,2,4,4,1,5,4,4,1,4,4,5,5
んー,んー,ンー,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,3,1,1,1,3,1,5,1,5,5,1,3,3,4,1,3,3,1,1,1,1,4,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,1,3,3,1,1,1,4,1
全部,ぜんぶ,ゼンブ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,4,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,4,5,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,3,5,5,5
中,なか,ナカ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
又,また,マタ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,5,5,5,2,5,5,4,5,5,3,2,2,2,2,4,4,4,3,4,5,5,2,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,3,3,4,3
別,べつ,ベツ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
出す,だす,ダス,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
彼処,あそこ,アソコ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,3,3,3,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,3,1,1,4,5,5,5,2,4,4,4,4,4,5,5,4,4,3,2,4,5,5,4,5,1,4,4,4
普通,ふつう,フツウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
日,ひ,ヒ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
良く,よく,ヨク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,2,2,5,5,5,5,5,5,5,5,3,2,4,4,5,3,2,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,3,5,5,3,4,5
誰,だれ,ダレ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5
知れる,しれる,シレル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,1,5,5,4,4,4,5,5,5,5,5,5,4,4,4,5,1,1,1,4,1,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,3,5,4,2
てく,てく,テク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,3,3,1,3,5,5,5,2,5,5,4,5,5,5,3,1,1,1,1,1,1,2,3,1,5,5,4,5,4,4,5,5,5,5,4,3,1,3,4,4,1,1,2,5,1
あれ,あれ,アレ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,4,4,4,4,4,4,4,5,5,4,4,4,5,5,5,5,5,2,5,5,5
有り難う,ありがとう,アリガトウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,4,5,5,5,5,1,5,4,5,5,5,5,5,5,5,2,2,2,5,4,4,5,5,5,2,4,4,4,4,4,4,3,5,5,5,2,1,5,3,5,1,3,5,2,2
しか,しか,シカ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,5,5,5,2,5,5,5,5
何時,なんじ,ナンジ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,1,2,2,5,5,2,5,5,1,2,2,2,2,4,4,3,3,1,1,5,4,2,1,5,4,5,5,5,5,5,5,5,5,1,5,2,3,3,5,1,1,3,2
返る,かえる,カエル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,5,5,4,3,3,5,5,4,5,5,1,3,3,3,4,1,1,3,3,1,5,3,3,4,4,5,4,5,4,5,5,5,4,5,5,4,5,3,3,4,5,2,4,4,2
子,こ,コ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
君,きみ,キミ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,4,5,4,5,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5
好き,すき,スキ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,4,3,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
一番,いちばん,イチバン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5
確か,たしか,タシカ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,3,5,4,5,5,4,4,5,5,5,4,3,5,5,5,5,5,3,4,5,5
られる,られる,ラレル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,1,4,3,4,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5
六,ろく,ロク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,3,4,2,1,1,5,1,1,5,2,3,3,4,3,3,5,4,3,5,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,4
一緒,いっしょ,イッショ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,5,5,4,3,5,4,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,5,5,5
下さる,くださる,クダサル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,4,4,4,5,5,5,5,5,5,3,3,4,5,1,1,3,5,1,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,2,5,5,2
待つ,まつ,マツ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,4,5,1,5,5,5,5,4,4,4,5,4,4,4,4,5,5,5,4,5,5,5,5,5,4,5,5,4
嫌,いや,イヤ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,3,5,4,5,5,4,5,5,5,5,5,3,5,5,4,5,5,2,5,5,5
僕,ぼく,ボク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,3,2,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,5,4,5,5,4,5,5,5,5,5,3,5,5,5,5,5,4,5,5,5
